FIX_ID,FIX_COMMITS_MERCURIAL,FIX_COMMITS_GIT,BUG_IDS,BUG_COMMITS_MERCURIAL,BUG_COMMITS_GIT,NO_FILE_SHARED,NEW_LINES_ONLY_FIX,REMOVE_LINES_ONLY_BUG,NO_BUG
70036,929fc06a7c9e8128d5fcaa3b9b43488cff22b2c5 ca78e943bd057e0c4508632de2836196f30f8e58,3d10863652992101d58e7f537037dfe200de86fa 4dfb27c051cd0041bf54c1b850f1f17dbaae3907,70352 70209,fd182b803217700462de1174cc82698166e1c3dc 4358c94c2c69b7027888817dcd120cdacda80dbc b5ad948d5a82f3faccc6ba549ef2531019a4c226 4f454273c4094f0de957bec7ccd52c39e898a164,d64b838a814857b9c011cca88dd364307972a343 b4d981e55c62700b1836463e9e37ffb1ee4f7505 4a49dc50421643c246c714af04ef5796147e51a0 3808b155cf2246dac7bff806b37773b30a3a9e56,False,False,False,False
60031,b86bda8d627ffb78cce245ecbeff663a85e6dcc7 b56131a828d884d6894d1ef47a523fd0a36dd6ef,f020fa4c74f0bc6c38b86aeb3c530c0f695266fa e9422812687c1b4858beb6b1f231870f7931be2f,60120,591acf3f48087d7d8513eeaaf3ac76295fa9b8ed,f6c38584b95b5b85cc256f92d2e54e714ac3e6c0,True,False,False,False
50212,,,50008,ae598bf1b4b971e068f70f57d28b16c4f1fce3d0 24a13b509ea96040957f5f7337daa4c52afd54c5 694bedbaba5c01f726c45809753119980b749c1f,ce279b6c9006c2765f38fbbcf0ab61365759d0c7 a9f8b1ff352e0ca53d2eb301f43df64efe64d255 5a4e4cbb8404ed9b5a3069a86a93d4e65eb53129,,,False,False
70486,656684a1370efe6cf3487276d7e72f06ca85d33d e33efc1db7bab3c8c558ef4ca88b389c72f0c669,10a6e1c721d194022a30c8596a710da9960c48d3 6fea890ee94481d5375e2115ba9b98dcb95ee8a0,70402,b4736e79a8dad37b901283e5c59725c1f53e3320 1dc9e5e8e5f7162e7b9a9e0e5ae7ace86255dece,abdfd85856a42df99420dd2fb2095cfebe77b529 c28d69a88438e3185d890787bab44516da33a2b4,False,False,False,False
60058,d4b1e51a7f0503c8382407ce966ff91bf66aba13 d089085b247126cca1ca41782e85852c13f1ee8d,146ac9bd5c24461822f9aea8b7badcae44009d88 b4d2133f52592012c63668a98d78abb52ab72a30,60111,0b25203c1eb48207c44b53b89e4cc7861fb4ca7f 0c3caa60a9f7efff39ae1bee3898ee3eb5105172,3d5a2d4a678497b7f87e378f0cc5568a84ab5ada c7d325e198712a1d510f83090bc7902068adc01e,True,True,False,False
70274,e3571350b8e67a897cb8cd630b92fffe408aca59,e4ef22305cf1961e4dc947bdc3b0088d6f588666,70261 70115,d02e20e49e7d8b8131a039d3f941b89300833d3f c7d14cd9b5fc1e1bdd42de341182bbf9408e6f52 b20203f9b1f0a31b8211d7a5f4c6da5eaf8a8764,d997da7921c36812b27b4ea7df14915ecda55c16 4758e70e4a4063a5c462272904a64ee6b7b182ac cb229e1563302f971ab7dec5191645923cfa4155,False,False,False,False
70272,ab4279cc7c58f50acb5f8f39965b2d32099e2881,379f76c0cdd0d616c18d8a097ca7d7d2c3d99c5d,70204 70405 70254,38d897b9e105b9fdaa5622dac921393008ff45c1,bcf5812077a5eb69e846d985f0435661bc04fa8e,False,False,False,False
70256,52687031594884d4aa9d16ec62b6b1406695057a,f89f21cfa33e0b3d8e46e3c9ddb33d6b0ec7ad9a,70463,9528fa6f1571e03472e3920f9b4782e9c93d53e2,b90c7c329b1cc2e805d7beffa7082ae127060caf,False,True,False,False
60007,514d7c68676f207b47978fecf3754d929696a0a9 ab79e21d1487ad85b8863eac30913987ec29b54f 2378b0d0c92f51f774a2379675cf847deb9d5a8d,9e80bf81c7358c295a20ae92ce0d6eba15a5d3ad 7752db1ceba65cf1ea61c736905a79c1b3d63cca 45092b158360efec15bbf62d401e71fb7b40b252,60115,30edfba255a3f1fdf4b704cc89b7e8d70c872441 8784fec516b8bf1bcc59b9eae0bd2953e34c638e,90806c28fbab98020971630d282a2c9b834b6b9d cea9a6b768498efd0c32aa9c1756089f26105b15,True,False,False,False
60073,a4c2a246745ee99ad7eff961b97c0ce49ddb8643 6c4492c94a53bfaba7eebe36e4e9bceabe10c825,1f059350d1286888bfb82b6f02b4be4d4b5e0a77 16102e9125b3c9f857c13069304464c7d20ad389,60104,6d90c00d587915265deafbcef3d5f491228db035 5fdc4cae5bd040f881b9c90b97c2d32f7d373f5b,57bc5e4e990cd2711437e00490a5331d76985533 64fe52336f0e6b84774784c242fcaa57eca388e1,True,False,False,False
60230,9418ae78182d8065af06a416edc5bcd653ca09f1 6028c9edd0ec5d9730cd7b11bf32e840d9036ba1 ae3cce7f64d177bea26aaafd65777c672b7d0dc7,9cff9e8638d63dedd832923338dd55888db09cbc e4df174bdd69a70ae2965444876796308a400973 7985a78924dd5a41d1503f4809db900d8a880ebf,60259,15a13810e749373f4fba8ebe2871c436fa8d34ed,f9dc8f4f81c81a71e2abdea1e5bd7b3ebb36222e,False,False,True,False
70145,7d0b57fb45670123123c859453e3c0ed71df1501,e3b437e9e84aff54ccbff7dd95bb3d2c4850133e,70437,f59a725dede7f461310cd8dbd3c24e27db30d5bb,2714e4ca43faf1a66123f72a2ba4a6eb6a9f8a5f,False,False,False,False
60018,78de29736ce71fd69e487b949a9c6f332b535074 227f344e26c51a1b2be66b82caf8c9113c5cce6b,4d83ca1e3d6e69d399f3a993b32bb33ec4b350db 822a542475564306801408d4cb1f5583188fbd1f,60125,c6487983cddf27fb02334fadf6a1ca9df0691b0c 4b2e5d038198fcef703af3dc00dbcbbfe9c1810a,3aa05b35041a69f5c446f48df4d452334210ee90 25fef33f3d38ab5a8b7f9f330f0ff80433c752f1,True,False,False,False
60210,e46534a8b2208059d1beb398606c38dfd74e9604 92068071d03c4fff6402d28a870bf7d55762ee22 a19f17f681515a8877c15efd5a364847678d700a,563806494746f6e61bbfa435c08627c75beb3b52 3dadd35e3a3d0f298a4b2f0890acbd6241126c70 2edb54b9378cf872c9e692082702667edd1f2577,60259,15a13810e749373f4fba8ebe2871c436fa8d34ed,f9dc8f4f81c81a71e2abdea1e5bd7b3ebb36222e,False,False,True,False
60207,667975378a9a758feb1bb52e52c601e2dff4b2df a83fa4e704f70993cfb589ff8262c2d2a1430a7c ae822cdaec03032154e6ac6829e7b411b96599f8,6cc798b9222b4404cc828eae80396aa03f6d84a8 107f73233f4e81a6a63eb3be5fbafcd008e27bb0 d2e89b94e0c39df966f40d7a8333891d05601f69,60260,31f849b21179d5b48e773eda57222ddc3c4927a7,e7c935f3cf6c4ccea231ccd736facc26a63d4d03,False,False,True,False
70160,882ba75e1813c6a8008871db3a367afea53e6ec5 e3a4c147fe1cb84c386dc594517afc039da63310 44203c5b67535cdaef03f9f7bbcffb971afe4b0b,3bcdbadfb68e717bc30b7dc118aa01e4d1f8849b 17204f6459755b110a136d8cdcd445f69cf2598c 36f93e26526916ab0efa6cb21c2b4d4d366ef542,70006 70285 70449,d23ba94cabd4ae9c23650cdf304620a254ee050b,430718498cd9be28b39bb21d2a2ce5f14b2e6fbb,False,False,True,False
70451,6dd49e2de322cb36b0a6c46889597124a7d771cb 6e5eec3fd4d85938ac531a4f51b012dd9fe84ad1,9ebfe7c6ed959e8bf8451e1fc023769db364b75c 5bd299d71bde183dd102244d83d2de63e54ef938,70402,b4736e79a8dad37b901283e5c59725c1f53e3320,abdfd85856a42df99420dd2fb2095cfebe77b529,False,True,False,False
60322,ae7b98345b430cd6378d81d81f1a77d5bdb876ee bac06635bfae1970908e97d6f0a809f44ee7bb44,a07bde4260a5afef8c5fa51e2fae332ed49cf357 83733de524dfea012e907f13042841c20beea164,60359,,,False,False,False,True
70498,3da258f0f828a3c181d4ec530e4008eb7ea0b274,3c6e3a568e225f6013b328de6393f1b83e05238c,70388,4bb8f99db3da37077ca89382bf55c943f55e2935 cbb48bd7b541b5c8612232e0478896c860a6586f,b2b62ddf900742f104a01990d8fede4cf61244b6 bfb691be65f016faeb490ebf3c7ed975403d5149,False,False,False,False
70148,52c10fbf57c3e649fccdf57f0c358560b5b09f80 70a81131beee784f9609d63cdad2605e76451d10,06eae2f8337bac578998d71af31874d3ef820df6 2693405933d914628a7b17f76e671c669021a80a,70371 70162,a41e9ed59e88dfe71224bab23bd936e8ac66a8a9 5dced168792f02a25dcbde8f125201d13c408574 cde475747542a62ea47d22572ab01e228fadaab7 5288b123bd4ca575054e21566dbb5b708d211e95,3e6ec6631f38865837099772c542aeb2a37ef68d 61a7d770cc8b95d57c90e9899a77d554fb6220b9 730c920cf2f2a0cfb61bde5d058dfe7edc88115b 8580ac407134363faca3683fc923227dd2c87c21,False,False,False,False
70039,def19cd7e6e1d190d0cd6093204f7bc87b9aab71,80a0550a59145d6d499b5f61dea1e973e5462c07,70417,c6588fc6b17af69c2d085b651f41853a0f5e8313,ff3d3670828987268093df97f1b0b4c3043c7b18,False,False,False,False
50174,,,50003,6966fd8ce3a9b88ef49b74c2e7eda1b5522dfb69 bc62a67ee3033643c40ae876f87cc6286f8f2b26,5bde3379e39096bc07f40300ff088ec6fa078c9a e37362fb6d180fd90f0976ec486b3fbaa6daf489,,,False,False
70071,ec3c130f7707fa5e84860da4fe947d744b048734,2219bb632c00bcd5271587203c788b9b8e3a2e3f,70202,639f2e396dd43ad7e51e3a0e37a889e48d22549d 8a24cd47446407db507a437b23858942665a1a02 3934c8fe3cd6dd21b19eeb2346f2e374290710d7 b8a19bee1e20f22efd9b899c99644adb72bb7fd2,82c6381d587f33522dda08f195049bcfe257b581 b9a3b5e620e2f9b5a58e88461bff56e0ba6297e3 78a43a96af34d9ebd13f81615bab64ccdc1652b8 d679679eb11bbda39d0a01eb307a68c1ada93208,False,False,False,False
60024,afdfde204a26ffac60cb0b38a69da4ba04e1fb8a baa5c5eb747625aaa71ebd4e4ac6ee867b047ed7,389c002517a54cf53ecaec97b67a3300ac32afa1 86532899ec68111386af8111868ab00b404e39da,60107,72ed99732be847868931bcb6142335da68d8f9ce,251c9e2325f4ef283762b7ddaac94a1106ce800a,True,False,False,False
60028,882834c0c4ff475c4113a5d6328ab71d706d9484 704b2a903899c4b070d87aa1546b58cc02240083,ffd7517ba29f2e0a1b32be7ab2086c50c3a128ad 75ce539c854b144e51b2f552db9c5e8e36cde7c5,60116,d65808ff30bd5b0ca18c5d0e238605f28c26ff9a 47b5293bcc4d0d5a3e9e68abdf01ffb362a64d4c 9cf1d431727a90b3a823962b570038b2ce8c8e5f 315bf56cb6dc0e7d75c86bcf6fd3f0b8e0d2391a,6399552646e288e15d4cafc94afaf1bda03914c5 21f1dbe2d146d530b0b93ffd6dac6034b607f9c8 f4dda28d6095672f3f8db5423247cc9f81aa3e86 189d0563a9722a50bef59544f5bcd01786802517,True,True,False,False
70237,236ef447db7541cbfc28355127c3535391dc5f6c 9d0b82035beb6d0fcef1d29e430eb7ab793a4762 6f856c7101d78c6bdb32fc337eed5b947b2638ad,ebdf21e460ddca3bf05dc00c084b08e883f5cda7 593f226dac96a431c7b65c0b09c5543df5259b16 4c9ba9cd284c31c48ce9b15a203e11cef4fc93d8,70466 70194,d128c45744cd71d7b8b8929c914ef26a5779124e e22063f03f4c091d942854811a369d339cf6e4e0 6dfc1679e9353e382e47418a17f0534a2f0efed2,5640eda5f8c684c5236fb06389e2f4e71ed51beb df951bf9035e51ccde727a9796910300a7a426e0 e7b3ce3973fa694770c68970479ea9f8dd50aed4,False,False,False,False
70397,426e41546595fde632641d1527413395fe86ea0e b985e2b6cafbb70fa7b86ef0d9dc608c8c2e65e7 79d3b2677fc97f7000f96ca10f4c4a8d1fbd42dc,2af91739cad0cc0a5afac9ba374054152c6eec6d 3ad512d028fd5b46e784c9652a047648ea9c7515 6a932fc09cf44bd4d3b30850c6e107b37271f32d,70487 70294,92b4d4cb24ea55a4c554a3d4c958747275a38be0 f2e7175fbe0b0a279317445a2011f55e0ec86267 7795ea65a33b51fcd267a641d99324ec9cacb8e7,3cab79f517392d9b3536c1ad49d14cf9873c4a06 a2e194032acade9a672911acc911f8ef73163f08 f473cf6ce4a26f4aa66822367edbf5939dff7ef1,False,False,False,False
60304,e6dbcf726b39f0ad48c4646c5941aca40d60f8cb a679adabca248b9694d8c32bcaa13b77c58537d0 ea3a609e1ab4ba0d17dc0705da740061a7497867,968f9e6ad285a2eb6815c2863b19f720b091d98f e496a260c7542fde2eb4863be598366ed3d7f24d d8e17b84c4a0677d50db4e31887dd72e15f57f22,60357,,,False,False,False,True
10104,272d9dc2a8e110eef22d6cc1f3d43e5dc5410707 3fc648def5a68d8f55fab3a63e4a1a4715e74b3d dcd98cfd8024011c28795416a431432ba4f385a6,42fe869ffa2fe7aa484c1b531f244d6cbf721af4 771697d2aa6ea5bfcbb8f9418497720cd70a74b5 3b32964ebc08d35f6f558880e5ff0cb6d1bf03d6,10014,8d89cf05494bf6d0ed9281a7319f0cc1a2677926 71f3a19b08d6a8bfee1e6c715b9076c739c6e84a 11c9346689b0ef8d8331813414da2c353bf01c8c,8623d77db7629671cb2bf576c0ac00c78475bda6 b2f3beda1dea385237e9766bf39ef58e665e278e 8ba6144d4881bd4ae695e271b547ffa3526af7b0,False,False,False,False
10101,b74a7d3f4288f134605e3540ba3085d9bd949b02 1e84a2f71becac212b04b580739d013ed99a8bb3,a5e6f4ed327c1eda780ea0b3bbdd351eee3fdde4 93d775eafe22749a60be8a88ad4d439adf21c0b0,10014,8d89cf05494bf6d0ed9281a7319f0cc1a2677926 71f3a19b08d6a8bfee1e6c715b9076c739c6e84a 11c9346689b0ef8d8331813414da2c353bf01c8c,8623d77db7629671cb2bf576c0ac00c78475bda6 b2f3beda1dea385237e9766bf39ef58e665e278e 8ba6144d4881bd4ae695e271b547ffa3526af7b0,False,False,False,False
50122,,,50011,a30fdc3738e2a1b5edd80f9048ee4f276deefc8f,584994f0a2f33b79dc3b1ba198cb3c067dda5031,,,False,False
70453,0d3006706f7c77312028ffc4c229683719f295b7,eb0f6233538564f50832c7f7d77dc03367e8f88b,70137,11ff6ecc583ef8e1c859fcdc7e2b0c65688e5d6f 22d75c939ceac35f1a7c4d65690db26a0b63eb96 b36ebd06dd932ae89932d71def1205cc52a8609a b2162474477211601987cbc0bad9c4b6d4e78cd7,5b095d1b7b97625192ade3f91c4c0ad22172c96c 69736d7ffd886c1cdfc5445f4bac7e886b436444 4cc5afaf09bba88318bed485debab3a32c478e42 482e20dd09c58e91db3e7a3f124b94908c5e7a50,False,False,False,False
50102,,,50010,bd6bfe2319b845bbb851ba1f60ecb5032b2174c5 8b25f6656885b4e3981221b3117629302fa8d988,759ca7fa0d6831ff92aa1759e089a36312ff16ff 48e52f4cdfd554e6464a668f4300018aa7cdaf3a,,,False,False
70321,4ad138fdf8f0c9c8b079c2adfeed1d8f3f333ec0 d2c0a59cbe153d61354b8329ebcb1e36f3f53af1 2c747e49d952efd6e238a2fca20af31b59798142,0d74b361e4b2012da4d6f0638e0dd612d11e0ea6 ebee9d2ff6d9d1d908ef29392828c51b1083f8e0 bcec5638e16928cc68942ee6c7ef3b92a9750ebf,70330 70038 70231,1889e03c437e7be89b9bb29ca4787ecb1e4b416b 580c66849436c819f19976f05d7e6e7e5d7955b1,a793e3a52aa67d0d6a9e70d92c28911eb52ab8a1 c9173d2db3af48c067cbfa56c14789c45e475771,False,False,False,False
60225,697849f7a53109d7748217d657345c5738e6857f 1c057ce22d4c134ff1a6db0de01de6173d70da21 3dee43fbd260c645870ffdbf3043af0ea963c60d,ebef4685637c44e8788d7b328197c067f5761c09 0d0c663a8870ea1f83bcff1047fbe6f89c0dd075 eb86fec807656272d4aa67a24d52e2b6024f63e2,60259,15a13810e749373f4fba8ebe2871c436fa8d34ed d2120705df7512c9eb82e8e547f373515c3fe3d3 caf5d963c1bf357db9274ac52ad951c035560542 c493ea5724b26a2aafe062a8e9f559d29ebdcd36,f9dc8f4f81c81a71e2abdea1e5bd7b3ebb36222e 4e560cc4d52fa30f53a2c32097a20645e16cf10c 9fefaa4200d5fe283da7229102e79e5ea1c45b89 359fd51a6a9cf42b6c6007d963e36230de73fd8d,False,False,True,False
60011,ed95aa5f7b3f64704bc3912bddf1cabaa6c5ee4d 89fe622b54844879c7d37cd2526b70900f28ed24 0d8c802c46fdd6d23825cc6663270f77f0fcf581,778430b3194b3e429c545a3b29a37917e0298fc2 20ff80eb9776ec353ac0c6e93e44096f79007140 db34ccb64dc00378de95c6b764af7a0fb7377394,60108,581f91096d870837195ea46020edcbf58d8a07bc bea5535157e4bba8ffa3fe68d1c3f2f028ad5e41 1e34444e004f6ae4c0bfd1268394389287e8a7a9 e5fc483e45135fc698588ac67141b1afefd3c68c,8d14085c282c96aabf5adccaaa153a0a183283d6 9dae7fc40bab712f172948725a468dd9bea49860 4fab2efb9b04f57f3f26a03f037185c9c53925c6 39dabb4b2b2f0e817c2a3b04bd76a7094186af6e,True,True,False,False
70470,f845f953a0dabde074cc22f8efdb43e1b2266bec 9a5b7b7fbc92f227498aa22e37219402e767b622 a07f19c6b1efd20ac8d1e6de72c24030ded22ef2,abb597329671e2ad018402936cd074c43f538dbd 91f2ec7853e28326e069a8f8bf1a42c5eee4bc0d 86daad626f470e86641e5d1bf1435717dab2af62,70279 70260 70403 70470,3f5bdfcb30f69f3f19df221719c253ace1c5976c ae9de21770b8873759aef0705ce7bb226fd3fa78 bd4fdc9f9641b1a6e6f05442fc093a8b0df3120c 37d58c15d7389572e1b883aefa145f918ede5435,4080b5c2b5138ae167251163ae209218462779d5 f4b22b968fb5fd18672ecc42b40add44ddc33df0 916c1ce34497e2b31879828b4276d00705550290 e72e826503770f5554cf4ddb9b37133297cf338a,False,False,False,False
70122,acc1b79a85a8a099fded7a61e795faebee65c360,43269289466d7faaad3f02b8f6972043a17ce01a,70196,a410e4e556a94db6d3eeb68f752751e152d44d3a ffe3852c80ed61727e9279e47f91f132558a3f22 a5a2cb16ed51f28e0bbc71fd65ee73ecbea19003 0be8220391a87d6903de43454222f66c3d55e7fc,3074d85b53849e3dbbd9fc4c0e915e2bba7a975c 678bb0efe4045d29198b6a7be3c9246a72979ddd 24efc2220c700e827607bcb1604dbc21d52cc7e1 112bccba6859973223515499cd54d6c8c47a6c7c,False,False,False,False
50161,,,50020,e2b664053fe677fe6a253e22a1345648584886e0,adcdbfe01cf8e66b55027cc0e425063c2c56ccc5,,,False,False
50152,,,50014,c0aaf9fee51c70f721449c3b932675230e8daab4 e12b3116baec3b244f66c1d295c718df1ecf018d e0f0c791cbd328557b9817885a182680c0c79132 ed930c1b02e64c30ee86f14f1cea1e64511a36ee,684302d600144815d89baabffe86857c85817a30 afa1ebddc31a1ab6144f488f6a8ce3dbc9e61722 c1d41e8f84ce3f73c763277a6357d6d64aaaa8d0 f247e7e4d967bb1d61139bc3885b38ce280955ed,,,False,False
50193,,,50001,33d2961d00cc5581a96561b3c3fcc31413c26231 ee4f25fd8101038f891b4347af765aebbda0bd7c 043b702277f8bcf2fe354b3e9a53485d29e091e1,4dcd70d737081b4e925fdafbc8c87c7548dd9c6c d0865bd07e7f3b797f6e3f61c8b7ef0a30148967 de1c67092aa60b687d90e00fe75f9ad760b59172,,,False,False
70229,944280cfd665f7c361370fa3e5270838c32dd41b f94925b2d1ebff6b6382d131137d2893e3f4ec61 b172573e5cb7aa86c2c5ced7eb347fb1369d03ec,ce2536296d29d3a471e334f71cac82fd84f99342 bf37d63171723748801cce5d6e5636ca6e24e9b5 b3fe8cb5dffeeedfc87ef04783e3daf9ffa70bb9,70128,15dc8d025d8422be48c3037f24de425d02415c47 5a180ae0ec4bf288dba3bda26f60d6a12d98b0ed d13397562adeea8c20e872cce99985561373990c,1fcafee815bbda0a3f8f040e7c30fc7b9ff0635f 9c96bfe79567a0d1f4c9e1e0975e1c778742c79b ed2b23e3bda691f23c0b9d10b32903fbf97c5b30,False,False,False,False
60240,351f30ac2db3c658f167ab0dde8d81630ccf5ec3,54d55eb23163fb6fee3884908d318d769b7fd9c7,60261,91040c1dbace64645a4fceef79fa14d538974764 0e98a8491c8d84356a1126b4abac0ca4fe6608c3 147442c0546f92e7972b2f020da0ef72c37aa2e6 e0417eda62812f65c3e3f57ffe577bc2e6a18e29,ea237a1c068e692d74b46a0e80dfb8eb4af664dd b87faa2e85ec03885284adb034af16e0af6170d4 edd353d63660b9db793695b7865260711d7e5ae3 92436ac52aff2c2e9ed82e205611986cfa8673bf,False,False,True,False
70020,52c3fec0394be8a6b5bab66170232af54e4fd7e4 a36fd2bb59d0b7562d44416b6835e23e214ee981,c8ccbf7cc972c7facd9d4a7cdce7afdc551041bf ed43bf73d86b80bf949b7186008781b210778c89,70260,cc1058f108649c470c4838fe51f829d871ef4e49 bcca76bfc684de4dd4674dc26753ce5a4160d236,a805e6de994ef11963c00789c6d62432b2dc7841 47f152f2262ea791207f7d20a4c7dc757114b89e,False,False,False,False
50114,,,50004,3d37b3ba40e4e9cbf05547c436b2f2a56343c795 bd8a3011fb5916d5b363fb0198163ca81be4eb56,5625067a918bf810956c00c4cd7e40091286c48b 6b6c0df6b90bc0863988b1c67dfb05f34a642e14,,,False,False
60221,b30c21d44f46b13c0b423b0db23c6d8567e9dded,bdda82a12294b7fe55c9bc7211d13a05cecf42d6,60253,f0280e826d7048ec73468d13e93cdd873aaa525d 9b3108a169f65737a5ff85e593eac52ac30e87ce,4081ea043cc446c934dd99bf5ec1f0102f859834 2be822db1a2ad43c1ca1182d12f2b5c091694008,False,False,True,False
70331,0685ef4fe04e507d601d505ad3cd81298c7ceee6,5b9ba4048010a95975d0d5626dc51236ed2ae75a,70154,afadb6005345a1fb4863c55d91d7386b3bce1676 7908d51ccbecc779dc93d4a3f30adac11b3982e2,0a622f31d3eff4295557e4f489f9eae4acdad205 0628c1ed66cc08a5127fd8305d92160dd3f3e11c,True,False,True,False
70396,b7c166271901511bc46a0453d2c8e249cd9b68b5 1f1b78a5c5653ba1b554ccb87a3ad6543f66b999 fb4a1f93843b789eb304590d288e4d1015466bec,8c6e8a175c2658c78954caa9a4224096074485f2 039a3e6aa6a983f788ccb0c73e97388784d0c546 52bb1b4da7c7223884e5ae3860f7f29d10f20129,70297 70208,ac31a46e0c5d0acaf78325a7c877481aca2c71d1 2f8e396dfc7f648e2a80253d582aa18806627410 0039f78ad60402879564bb7dc0ac01e1fc1e59b6 11779300da76391a5d0dd539185e1bb6610373f6,6e22113dab02806bfe5c4effa34bc8381daa7f25 e67d0e42671e2f378b0241526ec89abd3efee761 eb3ea9c1b649bc874dbacc5dddb0f0e6d00e9f7b a31b0a4ae23966f6b1c7884f8c18ebf278f327e2,False,False,False,False
20005,037f382823d450d492741f893e10a2df5d0188d0,393780b9d070ed3ff7baaa98f0d775eb57f6c234,20004,d0adafb804c01b152906d279a1989174ad806647,2d253581c2b4616fdb17f632acebf7d0ad350e23,False,False,False,False
70471,4c695cefd25a51771e5150bbbd851a8be9e00d6b 9526cf5ce68b324dd2c6732161b6f13017658ee8 4738586bdbdb2a27286c180319d92cb20300646e,12d0ced38ec9cfaa7f4382e4c08982a88e738c4a a17bf29da1c1d82d060ffc6b00fc558221182cc2 5180197535abeeefeb8e8e1392355a85debd3320,70463,9528fa6f1571e03472e3920f9b4782e9c93d53e2 d4e2338741c8a4f44b1daa3ca708e4dfef155234,b90c7c329b1cc2e805d7beffa7082ae127060caf b98614d439893a347e3ec944c84a7795f2860ce5,False,True,False,False
60053,2161beb135ef3d579a9ad13f4b2e687bf672317b 2142260cbc5c1985771089b98b87a082489451c5 295b815d413e2d53d508aefc45aa6ab73dce4053,fd93536ed656a3b3653f33058c2378f189b490cf 4953ab2164c52bd6143d5e4f53c7826fe6399724 d47153a2700fcaa06d8595f704bafe4f6febd944,60114,361c53336051f00b50ccb1b9f965ef619ee9967b eca861ea5f46481f39591eefd1d004d4d580124e f4d8fee1d26a0f9ba9810339ac6683a07f4c8c30,a118f70ecdd7d3bd34495407453054568e4922d2 b2cafe9fff7613e7216022c6e3fafb4e73c10fe8 3b3884527524bede7a3ca4447a8faa3646fa8cb4,True,True,False,False
70320,056b922a2968eb944ea090cdce852d2d91392cba 903bbaf4730dc46c08aa0a152e85fc76506985fb,a93f885207434cfbc7d552b5d063498ae4cacb67 70eb3f4829168d02ddd1a4d9044b46e07bc721f5,70423,525486e4bec0ab4dfd23d9bd539dd4d0be0bd13c 80ac08c47fa60ecebdc6cc5ddea44e51c28d516e 5a8bad5d767852c905e1fee389501272268c8292,18f20cf1513cc40318f383e8bc435fd6afa46941 d55421353fd7ff92bab07d6ef406cdf22447c181 61dba6e0752ad660c56042ccd076f2195385c9ae,False,False,False,False
70198,194fb00ffd7d2020151d7801800ce8ffc1a5bb02 caeec120eac52551b87bb6fe2224f2051f511d3b,ccf4b8e51ac1a503ee28a256809f29aeeea794fe ad4a47491c97b2aeb98a0af33c19145b4c8caf70,70323 70162,91967eaffc3b6f9f6eec9305e481ef41afd4e523,34e8419d711977fc163a3711d0f62cced8e14c38,False,False,False,False
10100,48814b816552ffa583a1ee892b1ad8118f77271f,f80e5a8e44ec6971564fc9401986add7c9d97200,10014,8d89cf05494bf6d0ed9281a7319f0cc1a2677926 71f3a19b08d6a8bfee1e6c715b9076c739c6e84a,8623d77db7629671cb2bf576c0ac00c78475bda6 b2f3beda1dea385237e9766bf39ef58e665e278e,False,False,False,False
10114,4675eecea5d3c85969437ac26544e996410ed0a7,b9352baa9a765d9337e5d6df302a426c84700517,10014,8d89cf05494bf6d0ed9281a7319f0cc1a2677926 71f3a19b08d6a8bfee1e6c715b9076c739c6e84a,8623d77db7629671cb2bf576c0ac00c78475bda6 b2f3beda1dea385237e9766bf39ef58e665e278e,False,False,False,False
60065,be922988824d203495034acf432f67afe102d80e,fb5ff64e917ff3d5a18c6e87099b09b459696753,60108,581f91096d870837195ea46020edcbf58d8a07bc bea5535157e4bba8ffa3fe68d1c3f2f028ad5e41 1e34444e004f6ae4c0bfd1268394389287e8a7a9,8d14085c282c96aabf5adccaaa153a0a183283d6 9dae7fc40bab712f172948725a468dd9bea49860 4fab2efb9b04f57f3f26a03f037185c9c53925c6,True,False,False,False
70212,e507d346375660d850852c3d25b897dee2bbd753 c7eb6e3b0446d04888305e5fe5bc5af00a9100ce d178740f3e7e01ef2c730268ae2cb9fc5d04c229,8270730d67f0334e6c75246e987ec5450a881bf4 cb829138b7172b5d1da7875ca11a3871ccbb54d8 1ec5120dd93555b13d6912ed9bd391158912e9fb,70407,3ede9a14670f354254b92c359c68b413d93c1630 42f0f20f04f4fac0d59914126570e4a67373bbe9 0e5992dec09ad386905a388d1c0f13c9e99ab84b,8e81a74a56674a56621fa5e97ac7f7da144cba5f 2df92a70f5627e67c8af3288b12a03959251453a 9d195a4f622a7cc356fdc7a4c1ef8914ff96d8f8,False,False,False,False
10119,2d4c84bd51b0fce15d6e8b5cf75b2e062ad53026,493eb68015e7145beeaf2d293bb20adc8552adf3,10014,8d89cf05494bf6d0ed9281a7319f0cc1a2677926 71f3a19b08d6a8bfee1e6c715b9076c739c6e84a 11c9346689b0ef8d8331813414da2c353bf01c8c,8623d77db7629671cb2bf576c0ac00c78475bda6 b2f3beda1dea385237e9766bf39ef58e665e278e 8ba6144d4881bd4ae695e271b547ffa3526af7b0,False,False,False,False
