# tracer: nop
#
# entries-in-buffer/entries-written: 660/660   #P:12
#
#                                _-----=> irqs-off/BH-disabled
#                               / _----=> need-resched
#                              | / _---=> hardirq/softirq
#                             || / _--=> preempt-depth
#                             ||| / _-=> migrate-disable
#                            |||| /     delay
#           TASK-PID     CPU#  |||||  TIMESTAMP  FUNCTION
#              | |         |   |||||     |         |
      swapper/8-0 [008] d..1.   1000.171183: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetSend next_pid=1006 next_prio=120
     swapper/11-0 [011] d..1.   1000.171634: sched_switch: prev_comm=swapper/11 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetRecv next_pid=1009 next_prio=120
     NetSend-1006 [008] d..1.   1000.172464: sched_switch: prev_comm=NetSend prev_pid=1006 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
     NetRecv-1009 [011] d..1.   1000.173550: sched_wakeup: comm=NetProc pid=1010 prio=120 target_cpu=009
     NetRecv-1009 [011] d..1.   1000.173555: sched_switch: prev_comm=NetRecv prev_pid=1009 prev_prio=120 prev_state=S ==> next_comm=swapper/11 next_pid=0 next_prio=120
      swapper/9-0 [009] d..1.   1000.173565: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetProc next_pid=1010 next_prio=120
       Audio-1003 [007] d..1.   1000.174056: sched_switch: prev_comm=Audio prev_pid=1003 prev_prio=120 prev_state=S ==> next_comm=swapper/7 next_pid=0 next_prio=120
          AI-1005 [001] d..1.   1000.176140: sched_wakeup: comm=AIDecide pid=1008 prio=120 target_cpu=010
          AI-1005 [001] d..1.   1000.176145: sched_switch: prev_comm=AI prev_pid=1005 prev_prio=120 prev_state=S ==> next_comm=swapper/1 next_pid=0 next_prio=120
     swapper/10-0 [010] d..1.   1000.176155: sched_switch: prev_comm=swapper/10 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AIDecide next_pid=1008 next_prio=120
     NetProc-1010 [009] d..1.   1000.176637: sched_switch: prev_comm=NetProc prev_pid=1010 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/5-0 [005] d..1.   1000.176640: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GC next_pid=1011 next_prio=120
     Physics-1001 [004] d..1.   1000.176854: sched_wakeup: comm=Render pid=1002 prio=120 target_cpu=000
     Physics-1001 [004] d..1.   1000.176859: sched_switch: prev_comm=Physics prev_pid=1001 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
      swapper/0-0 [000] d..1.   1000.176869: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Render next_pid=1002 next_prio=120
    AIDecide-1008 [010] d..1.   1000.178543: sched_switch: prev_comm=AIDecide prev_pid=1008 prev_prio=120 prev_state=S ==> next_comm=swapper/10 next_pid=0 next_prio=120
          GC-1011 [005] d..1.   1000.180977: sched_switch: prev_comm=GC prev_pid=1011 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
      Render-1002 [000] d..1.   1000.182825: sched_wakeup: comm=PostProc pid=1007 prio=120 target_cpu=006
      Render-1002 [000] d..1.   1000.182830: sched_switch: prev_comm=Render prev_pid=1002 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
      swapper/6-0 [006] d..1.   1000.182840: sched_switch: prev_comm=swapper/6 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=PostProc next_pid=1007 next_prio=120
      swapper/9-0 [009] d..1.   1000.183337: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Input next_pid=1004 next_prio=120
       Input-1004 [009] d..1.   1000.184091: sched_wakeup: comm=GameLoop pid=1000 prio=120 target_cpu=008
       Input-1004 [009] d..1.   1000.184096: sched_switch: prev_comm=Input prev_pid=1004 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/8-0 [008] d..1.   1000.184106: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GameLoop next_pid=1000 next_prio=120
    PostProc-1007 [006] d..1.   1000.186476: sched_switch: prev_comm=PostProc prev_pid=1007 prev_prio=120 prev_state=S ==> next_comm=swapper/6 next_pid=0 next_prio=120
    GameLoop-1000 [008] d..1.   1000.187897: sched_wakeup: comm=Physics pid=1001 prio=120 target_cpu=004
    GameLoop-1000 [008] d..1.   1000.187902: sched_wakeup: comm=AI pid=1005 prio=120 target_cpu=001
    GameLoop-1000 [008] d..1.   1000.187907: sched_wakeup: comm=Audio pid=1003 prio=120 target_cpu=007
    GameLoop-1000 [008] d..1.   1000.187912: sched_wakeup: comm=NetSend pid=1006 prio=120 target_cpu=008
    GameLoop-1000 [008] d..1.   1000.187917: sched_switch: prev_comm=GameLoop prev_pid=1000 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
      swapper/4-0 [004] d..1.   1000.187927: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Physics next_pid=1001 next_prio=120
      swapper/1-0 [001] d..1.   1000.187927: sched_switch: prev_comm=swapper/1 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AI next_pid=1005 next_prio=120
      swapper/7-0 [007] d..1.   1000.187927: sched_switch: prev_comm=swapper/7 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Audio next_pid=1003 next_prio=120
      swapper/8-0 [008] d..1.   1000.187932: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetSend next_pid=1006 next_prio=120
     swapper/11-0 [011] d..1.   1000.188357: sched_switch: prev_comm=swapper/11 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetRecv next_pid=1009 next_prio=120
     NetSend-1006 [008] d..1.   1000.189246: sched_switch: prev_comm=NetSend prev_pid=1006 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
     NetRecv-1009 [011] d..1.   1000.190228: sched_wakeup: comm=NetProc pid=1010 prio=120 target_cpu=009
     NetRecv-1009 [011] d..1.   1000.190233: sched_switch: prev_comm=NetRecv prev_pid=1009 prev_prio=120 prev_state=S ==> next_comm=swapper/11 next_pid=0 next_prio=120
      swapper/9-0 [009] d..1.   1000.190243: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetProc next_pid=1010 next_prio=120
       Audio-1003 [007] d..1.   1000.190780: sched_switch: prev_comm=Audio prev_pid=1003 prev_prio=120 prev_state=S ==> next_comm=swapper/7 next_pid=0 next_prio=120
          AI-1005 [001] d..1.   1000.192921: sched_wakeup: comm=AIDecide pid=1008 prio=120 target_cpu=010
          AI-1005 [001] d..1.   1000.192926: sched_switch: prev_comm=AI prev_pid=1005 prev_prio=120 prev_state=S ==> next_comm=swapper/1 next_pid=0 next_prio=120
     swapper/10-0 [010] d..1.   1000.192936: sched_switch: prev_comm=swapper/10 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AIDecide next_pid=1008 next_prio=120
     NetProc-1010 [009] d..1.   1000.193332: sched_switch: prev_comm=NetProc prev_pid=1010 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/5-0 [005] d..1.   1000.193379: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GC next_pid=1011 next_prio=120
     Physics-1001 [004] d..1.   1000.193575: sched_wakeup: comm=Render pid=1002 prio=120 target_cpu=000
     Physics-1001 [004] d..1.   1000.193580: sched_switch: prev_comm=Physics prev_pid=1001 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
      swapper/0-0 [000] d..1.   1000.193590: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Render next_pid=1002 next_prio=120
    AIDecide-1008 [010] d..1.   1000.195389: sched_switch: prev_comm=AIDecide prev_pid=1008 prev_prio=120 prev_state=S ==> next_comm=swapper/10 next_pid=0 next_prio=120
          GC-1011 [005] d..1.   1000.197612: sched_switch: prev_comm=GC prev_pid=1011 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
      Render-1002 [000] d..1.   1000.199594: sched_wakeup: comm=PostProc pid=1007 prio=120 target_cpu=006
      Render-1002 [000] d..1.   1000.199599: sched_switch: prev_comm=Render prev_pid=1002 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
      swapper/6-0 [006] d..1.   1000.199609: sched_switch: prev_comm=swapper/6 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=PostProc next_pid=1007 next_prio=120
      swapper/9-0 [009] d..1.   1000.200004: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Input next_pid=1004 next_prio=120
       Input-1004 [009] d..1.   1000.200841: sched_wakeup: comm=GameLoop pid=1000 prio=120 target_cpu=008
       Input-1004 [009] d..1.   1000.200846: sched_switch: prev_comm=Input prev_pid=1004 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/8-0 [008] d..1.   1000.200856: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GameLoop next_pid=1000 next_prio=120
    PostProc-1007 [006] d..1.   1000.203204: sched_switch: prev_comm=PostProc prev_pid=1007 prev_prio=120 prev_state=S ==> next_comm=swapper/6 next_pid=0 next_prio=120
    GameLoop-1000 [008] d..1.   1000.204627: sched_wakeup: comm=Physics pid=1001 prio=120 target_cpu=004
    GameLoop-1000 [008] d..1.   1000.204632: sched_wakeup: comm=AI pid=1005 prio=120 target_cpu=001
    GameLoop-1000 [008] d..1.   1000.204637: sched_wakeup: comm=Audio pid=1003 prio=120 target_cpu=007
    GameLoop-1000 [008] d..1.   1000.204642: sched_wakeup: comm=NetSend pid=1006 prio=120 target_cpu=008
    GameLoop-1000 [008] d..1.   1000.204647: sched_switch: prev_comm=GameLoop prev_pid=1000 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
      swapper/4-0 [004] d..1.   1000.204657: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Physics next_pid=1001 next_prio=120
      swapper/1-0 [001] d..1.   1000.204657: sched_switch: prev_comm=swapper/1 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AI next_pid=1005 next_prio=120
      swapper/7-0 [007] d..1.   1000.204657: sched_switch: prev_comm=swapper/7 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Audio next_pid=1003 next_prio=120
      swapper/8-0 [008] d..1.   1000.204662: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetSend next_pid=1006 next_prio=120
     swapper/11-0 [011] d..1.   1000.205009: sched_switch: prev_comm=swapper/11 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetRecv next_pid=1009 next_prio=120
     NetSend-1006 [008] d..1.   1000.205991: sched_switch: prev_comm=NetSend prev_pid=1006 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
     NetRecv-1009 [011] d..1.   1000.206927: sched_wakeup: comm=NetProc pid=1010 prio=120 target_cpu=009
     NetRecv-1009 [011] d..1.   1000.206932: sched_switch: prev_comm=NetRecv prev_pid=1009 prev_prio=120 prev_state=S ==> next_comm=swapper/11 next_pid=0 next_prio=120
      swapper/9-0 [009] d..1.   1000.206942: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetProc next_pid=1010 next_prio=120
       Audio-1003 [007] d..1.   1000.207582: sched_switch: prev_comm=Audio prev_pid=1003 prev_prio=120 prev_state=S ==> next_comm=swapper/7 next_pid=0 next_prio=120
          AI-1005 [001] d..1.   1000.209636: sched_wakeup: comm=AIDecide pid=1008 prio=120 target_cpu=010
          AI-1005 [001] d..1.   1000.209641: sched_switch: prev_comm=AI prev_pid=1005 prev_prio=120 prev_state=S ==> next_comm=swapper/1 next_pid=0 next_prio=120
     swapper/10-0 [010] d..1.   1000.209651: sched_switch: prev_comm=swapper/10 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AIDecide next_pid=1008 next_prio=120
      swapper/5-0 [005] d..1.   1000.209954: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GC next_pid=1011 next_prio=120
     NetProc-1010 [009] d..1.   1000.209959: sched_switch: prev_comm=NetProc prev_pid=1010 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
     Physics-1001 [004] d..1.   1000.210430: sched_wakeup: comm=Render pid=1002 prio=120 target_cpu=000
     Physics-1001 [004] d..1.   1000.210435: sched_switch: prev_comm=Physics prev_pid=1001 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
      swapper/0-0 [000] d..1.   1000.210445: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Render next_pid=1002 next_prio=120
    AIDecide-1008 [010] d..1.   1000.212116: sched_switch: prev_comm=AIDecide prev_pid=1008 prev_prio=120 prev_state=S ==> next_comm=swapper/10 next_pid=0 next_prio=120
          GC-1011 [005] d..1.   1000.214299: sched_switch: prev_comm=GC prev_pid=1011 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
      Render-1002 [000] d..1.   1000.216433: sched_wakeup: comm=PostProc pid=1007 prio=120 target_cpu=006
      Render-1002 [000] d..1.   1000.216438: sched_switch: prev_comm=Render prev_pid=1002 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
      swapper/6-0 [006] d..1.   1000.216448: sched_switch: prev_comm=swapper/6 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=PostProc next_pid=1007 next_prio=120
      swapper/9-0 [009] d..1.   1000.216671: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Input next_pid=1004 next_prio=120
       Input-1004 [009] d..1.   1000.217520: sched_wakeup: comm=GameLoop pid=1000 prio=120 target_cpu=008
       Input-1004 [009] d..1.   1000.217525: sched_switch: prev_comm=Input prev_pid=1004 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/8-0 [008] d..1.   1000.217535: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GameLoop next_pid=1000 next_prio=120
    PostProc-1007 [006] d..1.   1000.219967: sched_switch: prev_comm=PostProc prev_pid=1007 prev_prio=120 prev_state=S ==> next_comm=swapper/6 next_pid=0 next_prio=120
    GameLoop-1000 [008] d..1.   1000.221219: sched_wakeup: comm=Physics pid=1001 prio=120 target_cpu=004
    GameLoop-1000 [008] d..1.   1000.221224: sched_wakeup: comm=AI pid=1005 prio=120 target_cpu=001
    GameLoop-1000 [008] d..1.   1000.221229: sched_wakeup: comm=Audio pid=1003 prio=120 target_cpu=007
    GameLoop-1000 [008] d..1.   1000.221234: sched_wakeup: comm=NetSend pid=1006 prio=120 target_cpu=008
    GameLoop-1000 [008] d..1.   1000.221239: sched_switch: prev_comm=GameLoop prev_pid=1000 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
      swapper/4-0 [004] d..1.   1000.221249: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Physics next_pid=1001 next_prio=120
      swapper/1-0 [001] d..1.   1000.221249: sched_switch: prev_comm=swapper/1 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AI next_pid=1005 next_prio=120
      swapper/7-0 [007] d..1.   1000.221249: sched_switch: prev_comm=swapper/7 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Audio next_pid=1003 next_prio=120
      swapper/8-0 [008] d..1.   1000.221254: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetSend next_pid=1006 next_prio=120
     swapper/11-0 [011] d..1.   1000.221702: sched_switch: prev_comm=swapper/11 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetRecv next_pid=1009 next_prio=120
     NetSend-1006 [008] d..1.   1000.222538: sched_switch: prev_comm=NetSend prev_pid=1006 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
     NetRecv-1009 [011] d..1.   1000.223730: sched_wakeup: comm=NetProc pid=1010 prio=120 target_cpu=009
     NetRecv-1009 [011] d..1.   1000.223735: sched_switch: prev_comm=NetRecv prev_pid=1009 prev_prio=120 prev_state=S ==> next_comm=swapper/11 next_pid=0 next_prio=120
      swapper/9-0 [009] d..1.   1000.223745: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetProc next_pid=1010 next_prio=120
       Audio-1003 [007] d..1.   1000.224065: sched_switch: prev_comm=Audio prev_pid=1003 prev_prio=120 prev_state=S ==> next_comm=swapper/7 next_pid=0 next_prio=120
          AI-1005 [001] d..1.   1000.226291: sched_wakeup: comm=AIDecide pid=1008 prio=120 target_cpu=010
          AI-1005 [001] d..1.   1000.226296: sched_switch: prev_comm=AI prev_pid=1005 prev_prio=120 prev_state=S ==> next_comm=swapper/1 next_pid=0 next_prio=120
     swapper/10-0 [010] d..1.   1000.226306: sched_switch: prev_comm=swapper/10 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AIDecide next_pid=1008 next_prio=120
      swapper/5-0 [005] d..1.   1000.226646: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GC next_pid=1011 next_prio=120
     NetProc-1010 [009] d..1.   1000.226810: sched_switch: prev_comm=NetProc prev_pid=1010 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
     Physics-1001 [004] d..1.   1000.226977: sched_wakeup: comm=Render pid=1002 prio=120 target_cpu=000
     Physics-1001 [004] d..1.   1000.226982: sched_switch: prev_comm=Physics prev_pid=1001 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
      swapper/0-0 [000] d..1.   1000.226992: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Render next_pid=1002 next_prio=120
    AIDecide-1008 [010] d..1.   1000.228774: sched_switch: prev_comm=AIDecide prev_pid=1008 prev_prio=120 prev_state=S ==> next_comm=swapper/10 next_pid=0 next_prio=120
          GC-1011 [005] d..1.   1000.230886: sched_switch: prev_comm=GC prev_pid=1011 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
      Render-1002 [000] d..1.   1000.232950: sched_wakeup: comm=PostProc pid=1007 prio=120 target_cpu=006
      Render-1002 [000] d..1.   1000.232955: sched_switch: prev_comm=Render prev_pid=1002 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
      swapper/6-0 [006] d..1.   1000.232965: sched_switch: prev_comm=swapper/6 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=PostProc next_pid=1007 next_prio=120
      swapper/9-0 [009] d..1.   1000.233338: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Input next_pid=1004 next_prio=120
       Input-1004 [009] d..1.   1000.234075: sched_wakeup: comm=GameLoop pid=1000 prio=120 target_cpu=008
       Input-1004 [009] d..1.   1000.234080: sched_switch: prev_comm=Input prev_pid=1004 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/8-0 [008] d..1.   1000.234090: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GameLoop next_pid=1000 next_prio=120
    PostProc-1007 [006] d..1.   1000.236578: sched_switch: prev_comm=PostProc prev_pid=1007 prev_prio=120 prev_state=S ==> next_comm=swapper/6 next_pid=0 next_prio=120
    GameLoop-1000 [008] d..1.   1000.237934: sched_wakeup: comm=Physics pid=1001 prio=120 target_cpu=004
    GameLoop-1000 [008] d..1.   1000.237939: sched_wakeup: comm=AI pid=1005 prio=120 target_cpu=001
    GameLoop-1000 [008] d..1.   1000.237944: sched_wakeup: comm=Audio pid=1003 prio=120 target_cpu=007
    GameLoop-1000 [008] d..1.   1000.237949: sched_wakeup: comm=NetSend pid=1006 prio=120 target_cpu=008
    GameLoop-1000 [008] d..1.   1000.237954: sched_switch: prev_comm=GameLoop prev_pid=1000 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
      swapper/4-0 [004] d..1.   1000.237964: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Physics next_pid=1001 next_prio=120
      swapper/1-0 [001] d..1.   1000.237964: sched_switch: prev_comm=swapper/1 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AI next_pid=1005 next_prio=120
      swapper/7-0 [007] d..1.   1000.237964: sched_switch: prev_comm=swapper/7 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Audio next_pid=1003 next_prio=120
      swapper/8-0 [008] d..1.   1000.237969: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetSend next_pid=1006 next_prio=120
     swapper/11-0 [011] d..1.   1000.238350: sched_switch: prev_comm=swapper/11 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetRecv next_pid=1009 next_prio=120
     NetSend-1006 [008] d..1.   1000.239260: sched_switch: prev_comm=NetSend prev_pid=1006 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
     NetRecv-1009 [011] d..1.   1000.240223: sched_wakeup: comm=NetProc pid=1010 prio=120 target_cpu=009
     NetRecv-1009 [011] d..1.   1000.240228: sched_switch: prev_comm=NetRecv prev_pid=1009 prev_prio=120 prev_state=S ==> next_comm=swapper/11 next_pid=0 next_prio=120
      swapper/9-0 [009] d..1.   1000.240238: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetProc next_pid=1010 next_prio=120
       Audio-1003 [007] d..1.   1000.240890: sched_switch: prev_comm=Audio prev_pid=1003 prev_prio=120 prev_state=S ==> next_comm=swapper/7 next_pid=0 next_prio=120
          AI-1005 [001] d..1.   1000.242978: sched_wakeup: comm=AIDecide pid=1008 prio=120 target_cpu=010
          AI-1005 [001] d..1.   1000.242983: sched_switch: prev_comm=AI prev_pid=1005 prev_prio=120 prev_state=S ==> next_comm=swapper/1 next_pid=0 next_prio=120
     swapper/10-0 [010] d..1.   1000.242993: sched_switch: prev_comm=swapper/10 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AIDecide next_pid=1008 next_prio=120
     NetProc-1010 [009] d..1.   1000.243145: sched_switch: prev_comm=NetProc prev_pid=1010 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/5-0 [005] d..1.   1000.243334: sched_switch: prev_comm=swapper/5 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GC next_pid=1011 next_prio=120
     Physics-1001 [004] d..1.   1000.243629: sched_wakeup: comm=Render pid=1002 prio=120 target_cpu=000
     Physics-1001 [004] d..1.   1000.243634: sched_switch: prev_comm=Physics prev_pid=1001 prev_prio=120 prev_state=S ==> next_comm=swapper/4 next_pid=0 next_prio=120
      swapper/0-0 [000] d..1.   1000.243644: sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Render next_pid=1002 next_prio=120
    AIDecide-1008 [010] d..1.   1000.245468: sched_switch: prev_comm=AIDecide prev_pid=1008 prev_prio=120 prev_state=S ==> next_comm=swapper/10 next_pid=0 next_prio=120
          GC-1011 [005] d..1.   1000.247603: sched_switch: prev_comm=GC prev_pid=1011 prev_prio=120 prev_state=S ==> next_comm=swapper/5 next_pid=0 next_prio=120
      Render-1002 [000] d..1.   1000.249589: sched_wakeup: comm=PostProc pid=1007 prio=120 target_cpu=006
      Render-1002 [000] d..1.   1000.249594: sched_switch: prev_comm=Render prev_pid=1002 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
      swapper/6-0 [006] d..1.   1000.249604: sched_switch: prev_comm=swapper/6 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=PostProc next_pid=1007 next_prio=120
      swapper/9-0 [009] d..1.   1000.250005: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Input next_pid=1004 next_prio=120
       Input-1004 [009] d..1.   1000.250699: sched_wakeup: comm=GameLoop pid=1000 prio=120 target_cpu=008
       Input-1004 [009] d..1.   1000.250704: sched_switch: prev_comm=Input prev_pid=1004 prev_prio=120 prev_state=S ==> next_comm=swapper/9 next_pid=0 next_prio=120
      swapper/8-0 [008] d..1.   1000.250714: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=GameLoop next_pid=1000 next_prio=120
    PostProc-1007 [006] d..1.   1000.253212: sched_switch: prev_comm=PostProc prev_pid=1007 prev_prio=120 prev_state=S ==> next_comm=swapper/6 next_pid=0 next_prio=120
    GameLoop-1000 [008] d..1.   1000.254333: sched_wakeup: comm=Physics pid=1001 prio=120 target_cpu=004
    GameLoop-1000 [008] d..1.   1000.254338: sched_wakeup: comm=AI pid=1005 prio=120 target_cpu=001
    GameLoop-1000 [008] d..1.   1000.254343: sched_wakeup: comm=Audio pid=1003 prio=120 target_cpu=007
    GameLoop-1000 [008] d..1.   1000.254348: sched_wakeup: comm=NetSend pid=1006 prio=120 target_cpu=008
    GameLoop-1000 [008] d..1.   1000.254353: sched_switch: prev_comm=GameLoop prev_pid=1000 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
      swapper/4-0 [004] d..1.   1000.254363: sched_switch: prev_comm=swapper/4 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Physics next_pid=1001 next_prio=120
      swapper/1-0 [001] d..1.   1000.254363: sched_switch: prev_comm=swapper/1 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=AI next_pid=1005 next_prio=120
      swapper/7-0 [007] d..1.   1000.254363: sched_switch: prev_comm=swapper/7 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=Audio next_pid=1003 next_prio=120
      swapper/8-0 [008] d..1.   1000.254368: sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetSend next_pid=1006 next_prio=120
     swapper/11-0 [011] d..1.   1000.255052: sched_switch: prev_comm=swapper/11 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetRecv next_pid=1009 next_prio=120
     NetSend-1006 [008] d..1.   1000.255517: sched_switch: prev_comm=NetSend prev_pid=1006 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
     NetRecv-1009 [011] d..1.   1000.257090: sched_wakeup: comm=NetProc pid=1010 prio=120 target_cpu=009
     NetRecv-1009 [011] d..1.   1000.257095: sched_switch: prev_comm=NetRecv prev_pid=1009 prev_prio=120 prev_state=S ==> next_comm=swapper/11 next_pid=0 next_prio=120
      swapper/9-0 [009] d..1.   1000.257105: sched_switch: prev_comm=swapper/9 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=NetProc next_pid=1010 next_prio=120
