,event_starttime,event_peaktime,event_endtime,fl_goescls,lat_stony,lon_stony,ar_noaanum,ssw_id,noaa_ar_ssw,location_ssw,lat_ssw,lon_ssw,AR_valid,dist_noaa_ssw,obs_channelid,obs_observatory,search_frm_name,hgc_coord,hgs_coord,lat_aia,lon_aia
3735,2012-05-05 18:24:00,2012-05-05 18:28:00,2012-05-05 18:30:00,C3.7,,,11476.0,gev_20120505_1824,,N11E77,-77.0,11.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-170.61704 10.427258),POINT(-70.49075 10.427258),-70.49075,10.427258
3736,2012-05-05 20:37:00,2012-05-05 21:14:00,2012-05-05 21:17:00,C1.2,,,11471.0,gev_20120505_2037,,S21W22,22.0,-21.0,,,,,,,,,
3737,2012-05-05 21:24:00,2012-05-05 21:28:00,2012-05-05 21:31:00,C1.3,,,11476.0,gev_20120505_2124,11476.0,N14E88,-88.0,14.0,,,,,,,,,
3738,2012-05-05 22:34:00,2012-05-05 22:38:00,2012-05-05 22:40:00,C1.0,,,,gev_20120505_2234,11476.0,N11E76,-76.0,11.0,,,,,,,,,
3739,2012-05-05 22:41:00,2012-05-05 22:45:00,2012-05-05 22:49:00,C1.6,,,11476.0,gev_20120505_2241,11476.0,N11E76,-76.0,11.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-176.653248 15.433471),POINT(-74.165738 15.433471),-74.165738,15.433471
3740,2012-05-05 22:56:00,2012-05-05 23:01:00,2012-05-05 23:04:00,M1.3,-75.0,9.0,11476.0,gev_20120505_2256,11476.0,N11E73,-73.0,11.0,,2.8,,,,,,,
3741,2012-05-05 23:28:00,2012-05-05 23:33:00,2012-05-05 23:36:00,C2.0,-77.0,9.0,11476.0,gev_20120505_2328,11476.0,N12E77,-77.0,12.0,,3.0,,,,,,,
3742,2012-05-06 01:12:00,2012-05-06 01:18:00,2012-05-06 01:20:00,M1.1,,,11476.0,gev_20120506_0112,11476.0,N11E73,-73.0,11.0,,,171,SDO,Flare Detective - Trigger Module,POINT(-174.385682 10.438819),POINT(-70.507932 10.438819),-70.507932,10.438819
3743,2012-05-06 02:46:00,2012-05-06 02:50:00,2012-05-06 02:55:00,C1.5,,,11469.0,gev_20120506_0246,11476.0,N11E72,-72.0,11.0,False,,,,,,,,
3744,2012-05-06 03:13:00,2012-05-06 03:25:00,2012-05-06 03:37:00,C2.9,,,11470.0,gev_20120506_0313,11470.0,S15W30,30.0,-15.0,,,,,,,,,
3745,2012-05-06 04:31:00,2012-05-06 04:36:00,2012-05-06 04:43:00,C3.9,,,11476.0,gev_20120506_0431,11476.0,N11E71,-71.0,11.0,,,,,,,,,
3746,2012-05-06 05:24:00,2012-05-06 05:30:00,2012-05-06 05:50:00,C1.2,,,11476.0,gev_20120506_0524,11476.0,N12E74,-74.0,12.0,,,,,,,,,
3747,2012-05-06 07:01:00,2012-05-06 07:04:00,2012-05-06 07:07:00,C1.7,,,11476.0,gev_20120506_0701,11470.0,S15W32,32.0,-15.0,False,,,,,,,,
3748,2012-05-06 11:33:00,2012-05-06 11:42:00,2012-05-06 11:47:00,C1.4,,,11476.0,gev_20120506_1133,11476.0,N10E74,-74.0,10.0,,,,,,,,,
3749,2012-05-06 13:37:00,2012-05-06 13:42:00,2012-05-06 13:46:00,C1.4,-71.0,9.0,11476.0,gev_20120506_1337,11476.0,N10E73,-73.0,10.0,,2.2,,,,,,,
3750,2012-05-06 16:14:00,2012-05-06 16:20:00,2012-05-06 16:23:00,C1.1,,,,gev_20120506_1614,11476.0,N11E64,-64.0,11.0,,,,,,,,,
3751,2012-05-06 16:39:00,2012-05-06 16:53:00,2012-05-06 16:59:00,C3.2,-69.0,9.0,11476.0,gev_20120506_1639,11476.0,N10E70,-70.0,10.0,,1.4,131,SDO,Flare Detective - Trigger Module,POINT(173.384484 15.460795),POINT(-74.229376 15.460795),-74.229376,15.460795
3752,2012-05-06 17:05:00,2012-05-06 17:09:00,2012-05-06 17:12:00,C3.0,,,,gev_20120506_1705,11476.0,N11E64,-64.0,11.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-171.762704 9.8139647),POINT(-59.145204 9.8139647),-59.145204,9.8139647
3753,2012-05-06 17:31:00,2012-05-06 17:35:00,2012-05-06 17:37:00,C2.6,-68.0,10.0,11476.0,gev_20120506_1731,11476.0,N13E71,-71.0,13.0,,4.2,,,,,,,
3754,2012-05-06 17:41:00,2012-05-06 17:47:00,2012-05-06 17:52:00,M1.3,-64.0,10.0,11476.0,gev_20120506_1741,11476.0,N11E63,-63.0,11.0,,1.4,,,,,,,
3755,2012-05-06 19:22:00,2012-05-06 19:26:00,2012-05-06 19:32:00,C2.3,-64.0,10.0,11476.0,gev_20120506_1922,11476.0,N11E64,-64.0,11.0,,1.0,304,SDO,Flare Detective - Trigger Module,POINT(-173.036892 9.8196186),POINT(-59.149062 9.8196186),-59.149062,9.8196186
3756,2012-05-06 20:05:00,2012-05-06 20:15:00,2012-05-06 20:20:00,C4.3,-64.0,11.0,11476.0,gev_20120506_2005,11476.0,N11E62,-62.0,11.0,,2.0,,,,,,,
3757,2012-05-06 22:27:00,2012-05-06 22:31:00,2012-05-06 22:38:00,C1.1,,,11476.0,gev_20120506_2227,11476.0,N12E63,-63.0,12.0,,,,,,,,,
3758,2012-05-06 23:11:00,2012-05-06 23:14:00,2012-05-06 23:21:00,C1.1,,,11476.0,gev_20120506_2311,11477.0,S16E86,-86.0,-16.0,False,,,,,,,,
3759,2012-05-07 00:33:00,2012-05-07 00:36:00,2012-05-07 00:39:00,C1.3,,,11476.0,gev_20120507_0033,11476.0,N11E59,-59.0,11.0,,,171,SDO,Flare Detective - Trigger Module,POINT(-175.873837 9.832219),POINT(-59.157657 9.832219),-59.157657,9.832219
3760,2012-05-07 02:37:00,2012-05-07 02:50:00,2012-05-07 02:59:00,C7.1,,,11476.0,gev_20120507_0237,11476.0,N12E59,-59.0,12.0,,,,,,,,,
3761,2012-05-07 03:20:00,2012-05-07 03:25:00,2012-05-07 03:29:00,C2.7,,,11476.0,gev_20120507_0320,11476.0,N13E68,-68.0,13.0,,,131,SDO,Flare Detective - Trigger Module,POINT(167.461565 15.477034),POINT(-74.267285 15.477034),-74.267285,15.477034
3762,2012-05-07 03:39:00,2012-05-07 03:42:00,2012-05-07 03:45:00,C1.2,,,11476.0,gev_20120507_0339,11476.0,N12E65,-65.0,12.0,,,,,,,,,
3763,2012-05-07 03:49:00,2012-05-07 03:52:00,2012-05-07 03:54:00,C1.2,,,11476.0,gev_20120507_0349,11476.0,N11E61,-61.0,11.0,,,211,SDO,Flare Detective - Trigger Module,POINT(-179.561032 14.70914),POINT(-61.025012 14.70914),-61.025012,14.70914
3764,2012-05-07 06:09:00,2012-05-07 06:20:00,2012-05-07 06:25:00,C1.3,,,,gev_20120507_0609,11470.0,S20W41,41.0,-20.0,,,,,,,,,
3765,2012-05-07 06:45:00,2012-05-07 07:03:00,2012-05-07 07:08:00,C4.0,,,11476.0,gev_20120507_0645,11476.0,N10E61,-61.0,10.0,,,,,,,,,
3766,2012-05-07 08:26:00,2012-05-07 08:30:00,2012-05-07 08:33:00,C1.4,,,,gev_20120507_0826,11476.0,N12E55,-55.0,12.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-171.929205 9.4286296),POINT(-50.852295 9.4286296),-50.852295,9.4286296
3767,2012-05-07 10:28:00,2012-05-07 10:33:00,2012-05-07 10:37:00,C1.1,,,11471.0,gev_20120507_1028,11470.0,S19W43,43.0,-19.0,False,,171,SDO,Flare Detective - Trigger Module,POINT(-82.511448 -19.046416),POINT(39.685872 -19.046416),39.685872,-19.046416
3768,2012-05-07 11:02:00,2012-05-07 11:08:00,2012-05-07 11:11:00,C7.9,,,11476.0,gev_20120507_1102,11476.0,N13E60,-60.0,13.0,,,,,,,,,
3769,2012-05-07 12:37:00,2012-05-07 12:41:00,2012-05-07 12:45:00,C1.1,,,,gev_20120507_1237,11476.0,N14E58,-58.0,14.0,,,,,,,,,
3770,2012-05-07 14:03:00,2012-05-07 14:31:00,2012-05-07 14:52:00,M1.9,46.0,-19.0,11471.0,gev_20120507_1403,11470.0,S20W49,49.0,-20.0,False,3.2,,,,,,,
3771,2012-05-07 17:20:00,2012-05-07 17:26:00,2012-05-07 17:30:00,C7.4,-56.0,13.0,11476.0,gev_20120507_1720,,N12E58,-58.0,12.0,,2.2,,,,,,,
3772,2012-05-07 21:33:00,2012-05-07 21:36:00,2012-05-07 21:41:00,B7.4,,,,gev_20120507_2133,,N15E53,-53.0,15.0,,,131,SDO,Flare Detective - Trigger Module,POINT(179.548404 14.29373),POINT(-52.158176 14.29373),-52.158176,14.29373
3773,2012-05-08 08:00:00,2012-05-08 08:04:00,2012-05-08 08:07:00,B7.3,,,11474.0,gev_20120508_0800,,N08E40,-40.0,8.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-177.961345 9.1888566),POINT(-43.890895 9.1888566),-43.890895,9.1888566
3774,2012-05-08 08:23:00,2012-05-08 08:36:00,2012-05-08 08:40:00,C1.9,,,11476.0,gev_20120508_0823,,N13E47,-47.0,13.0,,,,,,,,,
3775,2012-05-08 09:21:00,2012-05-08 09:28:00,2012-05-08 09:31:00,C1.7,-40.0,8.0,11476.0,gev_20120508_0921,,N08E40,-40.0,8.0,,0.0,131,SDO,Flare Detective - Trigger Module,POINT(-178.684432 9.1932943),POINT(-43.892302 9.1932943),-43.892302,9.1932943
3776,2012-05-08 10:36:00,2012-05-08 10:39:00,2012-05-08 10:42:00,C1.8,,,11476.0,gev_20120508_1036,,N12E46,-46.0,12.0,,,131,SDO,Flare Detective - Trigger Module,POINT(179.653082 14.00009),POINT(-44.866168 14.00009),-44.866168,14.00009
3777,2012-05-08 13:02:00,2012-05-08 13:08:00,2012-05-08 13:12:00,M1.4,-44.0,13.0,11476.0,gev_20120508_1302,,N13E46,-46.0,13.0,,2.0,,,,,,,
3778,2012-05-08 19:32:00,2012-05-08 19:39:00,2012-05-08 19:44:00,C1.5,,,,gev_20120508_1932,,N14E41,-41.0,14.0,,,,,,,,,
3779,2012-05-08 21:37:00,2012-05-08 21:41:00,2012-05-08 21:43:00,B5.4,,,,gev_20120508_2137,,N08E33,-33.0,8.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-173.51887 8.8006349),POINT(-31.9616 8.8006349),-31.9616,8.8006349
3780,2012-05-09 00:27:00,2012-05-09 00:30:00,2012-05-09 00:32:00,B4.7,-31.0,8.0,11476.0,gev_20120509_0027,,N07E30,-30.0,7.0,,1.4,,,,,,,
3781,2012-05-09 02:20:00,2012-05-09 02:23:00,2012-05-09 02:26:00,B5.3,,,11476.0,gev_20120509_0220,,N14E43,-43.0,14.0,,,131,SDO,Flare Detective - Trigger Module,POINT(170.961411 14.053529),POINT(-44.888339 14.053529),-44.888339,14.053529
3782,2012-05-09 04:10:00,2012-05-09 04:15:00,2012-05-09 04:20:00,B7.4,,,11476.0,gev_20120509_0410,,N07E30,-30.0,7.0,,,,,,,,,
3783,2012-05-09 06:02:00,2012-05-09 06:08:00,2012-05-09 06:15:00,B5.6,,,11476.0,gev_20120509_0602,,N12E35,-35.0,12.0,,,,,,,,,
3784,2012-05-09 07:16:00,2012-05-09 07:20:00,2012-05-09 07:22:00,B8.7,,,11476.0,gev_20120509_0716,,N10E29,-29.0,10.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-173.482241 8.6853785),POINT(-26.597581 8.6853785),-26.597581,8.6853785
3785,2012-05-09 07:35:00,2012-05-09 07:39:00,2012-05-09 07:42:00,B9.3,,,,gev_20120509_0735,,N06E24,-24.0,6.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-173.647702 8.6866337),POINT(-26.597762 8.6866337),-26.597762,8.6866337
3786,2012-05-09 08:37:00,2012-05-09 08:41:00,2012-05-09 08:43:00,C1.3,,,,gev_20120509_0837,,N08E28,-28.0,8.0,,,171,SDO,Flare Detective - Trigger Module,POINT(-174.216083 8.6909463),POINT(-26.598383 8.6909463),-26.598383,8.6909463
3787,2012-05-09 09:47:00,2012-05-09 09:50:00,2012-05-09 09:52:00,C1.3,,,11476.0,gev_20120509_0947,,N11E27,-27.0,11.0,,,171,SDO,Flare Detective - Trigger Module,POINT(-175.329794 13.464432),POINT(-27.074854 13.464432),-27.074854,13.464432
3788,2012-05-09 10:24:00,2012-05-09 10:27:00,2012-05-09 10:31:00,B6.8,,,,gev_20120509_1024,,N13E35,-35.0,13.0,,,131,SDO,Flare Detective - Trigger Module,POINT(172.959208 13.829091),POINT(-38.457442 13.829091),-38.457442,13.829091
3789,2012-05-09 11:32:00,2012-05-09 11:39:00,2012-05-09 11:45:00,B9.4,,,11476.0,gev_20120509_1132,,N12E33,-33.0,12.0,,,131,SDO,Flare Detective - Trigger Module,POINT(178.199794 13.632663),POINT(-32.575936 13.632663),-32.575936,13.632663
3790,2012-05-09 12:21:00,2012-05-09 12:32:00,2012-05-09 12:36:00,M4.7,-31.0,13.0,11476.0,gev_20120509_1221,,N13E31,-31.0,13.0,,0.0,,,,,,,
3791,2012-05-09 14:02:00,2012-05-09 14:08:00,2012-05-09 14:14:00,M1.8,-22.0,6.0,11476.0,gev_20120509_1402,,N06E22,-22.0,6.0,,0.0,304,SDO,Flare Detective - Trigger Module,POINT(-171.892723 3.9147151),POINT(-21.278573 3.9147151),-21.278573,3.9147151
3792,2012-05-09 16:26:00,2012-05-09 16:42:00,2012-05-09 16:45:00,C2.1,-21.0,6.0,11476.0,gev_20120509_1626,,N06E20,-20.0,6.0,,1.0,,,,,,,
3793,2012-05-09 17:10:00,2012-05-09 17:14:00,2012-05-09 17:17:00,B7.7,,,,gev_20120509_1710,11476.0,N09E23,-23.0,9.0,,,211,SDO,Flare Detective - Trigger Module,POINT(-173.808818 8.6063462),POINT(-21.482338 8.6063462),-21.482338,8.6063462
3794,2012-05-09 18:09:00,2012-05-09 18:13:00,2012-05-09 18:16:00,C1.4,,,,,,,,,,,,,,,,,
3795,2012-05-09 19:51:00,2012-05-09 19:55:00,2012-05-09 19:58:00,C1.5,,,,gev_20120509_1951,11476.0,N13E27,-27.0,13.0,,,,,,,,,
3796,2012-05-09 20:45:00,2012-05-09 20:52:00,2012-05-09 20:55:00,C9.1,,,11476.0,gev_20120509_2045,11476.0,N13E32,-32.0,13.0,,,94,SDO,Flare Detective - Trigger Module,POINT(173.099467 13.669763),POINT(-32.585013 13.669763),-32.585013,13.669763
3797,2012-05-09 21:01:00,2012-05-09 21:05:00,2012-05-09 21:09:00,M4.1,,,11476.0,gev_20120509_2101,11476.0,N12E26,-26.0,12.0,,,,,,,,,
3798,2012-05-09 22:28:00,2012-05-09 22:32:00,2012-05-09 22:36:00,C1.2,,,,gev_20120509_2228,11476.0,N09E21,-21.0,9.0,,,304,SDO,Flare Detective - Trigger Module,POINT(-176.726904 8.6294348),POINT(-21.484884 8.6294348),-21.484884,8.6294348
3799,2012-05-09 22:43:00,2012-05-09 22:46:00,2012-05-09 22:49:00,C1.4,,,,gev_20120509_2243,11476.0,N06E16,-16.0,6.0,,,304,SDO,Flare Detective - Trigger Module,POINT(-171.931659 8.5383893),POINT(-16.544559 8.5383893),-16.544559,8.5383893
3800,2012-05-09 22:58:00,2012-05-09 23:01:00,2012-05-09 23:04:00,C1.0,,,11476.0,gev_20120509_2258,11476.0,N12E26,-26.0,12.0,,,304,SDO,Flare Detective - Trigger Module,POINT(-177.386324 13.394884),POINT(-21.855974 13.394884),-21.855974,13.394884
3801,2012-05-09 23:57:00,2012-05-10 00:01:00,2012-05-10 00:04:00,B7.7,,,11476.0,gev_20120509_2357,11476.0,N06E15,-15.0,6.0,,,171,SDO,Flare Detective - Trigger Module,POINT(-172.612222 8.5439367),POINT(-16.545012 8.5439367),-16.545012,8.5439367
3802,2012-05-10 00:10:00,2012-05-10 00:14:00,2012-05-10 00:16:00,C1.4,-14.0,7.0,11476.0,gev_20120510_0010,11476.0,N08E14,-14.0,8.0,,1.0,171,SDO,Flare Detective - Trigger Module,POINT(-172.715141 8.5447757),POINT(-16.545081 8.5447757),-16.545081,8.5447757
3803,2012-05-10 00:48:00,2012-05-10 00:51:00,2012-05-10 00:53:00,B8.5,,,11474.0,gev_20120510_0048,,N11E20,-20.0,11.0,,,193,SDO,Flare Detective - Trigger Module,POINT(-178.395576 13.402948),POINT(-21.857156 13.402948),-21.857156,13.402948
3804,2012-05-10 01:44:00,2012-05-10 01:48:00,2012-05-10 01:52:00,C2.4,-19.0,12.0,11476.0,gev_20120510_0144,11476.0,N12E20,-20.0,12.0,,1.0,,,,,,,
3805,2012-05-10 01:57:00,2012-05-10 02:00:00,2012-05-10 02:04:00,C1.9,,,,gev_20120510_0157,11476.0,N11E20,-20.0,11.0,,,304,SDO,Flare Detective - Trigger Module,POINT(-179.020868 13.407946),POINT(-21.857888 13.407946),-21.857888,13.407946
3806,2012-05-10 02:09:00,2012-05-10 02:13:00,2012-05-10 02:16:00,C1.2,-29.0,14.0,11476.0,gev_20120510_0209,11476.0,N14E29,-29.0,14.0,,0.0,304,SDO,Flare Detective - Trigger Module,POINT(175.635102 13.533706),POINT(-27.088058 13.533706),-27.088058,13.533706
3807,2012-05-10 04:11:00,2012-05-10 04:18:00,2012-05-10 04:23:00,M5.7,-22.0,13.0,11476.0,gev_20120510_0411,11476.0,N12E22,-22.0,12.0,,1.0,,,,,,,
3808,2012-05-10 05:04:00,2012-05-10 05:10:00,2012-05-10 05:16:00,C7.9,-17.0,10.0,11476.0,gev_20120510_0504,11476.0,N10E17,-17.0,10.0,,0.0,,,,,,,
3809,2012-05-10 05:17:00,2012-05-10 05:22:00,2012-05-10 05:25:00,C8.3,,,11476.0,gev_20120510_0517,11476.0,N11E16,-16.0,11.0,,,,,,,,,
3810,2012-05-10 05:55:00,2012-05-10 06:01:00,2012-05-10 06:06:00,C3.1,-17.0,12.0,11476.0,gev_20120510_0555,11476.0,N12E17,-17.0,12.0,,0.0,,,,,,,
3811,2012-05-10 06:19:00,2012-05-10 06:22:00,2012-05-10 06:29:00,C3.6,,,11476.0,gev_20120510_0619,11476.0,N11E17,-17.0,11.0,,,,,,,,,
3812,2012-05-10 07:32:00,2012-05-10 07:35:00,2012-05-10 07:38:00,C1.4,-15.0,11.0,11476.0,gev_20120510_0732,11476.0,N06E12,-12.0,6.0,,5.8,,,,,,,
3813,2012-05-10 08:08:00,2012-05-10 08:11:00,2012-05-10 08:14:00,B8.9,-15.0,11.0,11476.0,gev_20120510_0808,11476.0,N08E13,-13.0,8.0,,3.6,304,SDO,Flare Detective - Trigger Module,POINT(-172.312136 8.5143111),POINT(-11.735106 8.5143111),-11.735106,8.5143111
3814,2012-05-10 10:22:00,2012-05-10 10:35:00,2012-05-10 10:39:00,C1.0,-16.0,11.0,11476.0,gev_20120510_1022,11476.0,N10E15,-15.0,10.0,,1.4,,,,,,,
3815,2012-05-10 12:10:00,2012-05-10 12:15:00,2012-05-10 12:21:00,C1.1,-11.0,7.0,11476.0,gev_20120510_1210,11476.0,N09E12,-12.0,9.0,,2.2,,,,,,,
3816,2012-05-10 12:34:00,2012-05-10 12:37:00,2012-05-10 12:42:00,C2.2,-12.0,9.0,11476.0,gev_20120510_1234,11476.0,N12E14,-14.0,12.0,,3.6,304,SDO,Flare Detective - Trigger Module,POINT(-174.943718 13.290987),POINT(-11.929628 13.290987),-11.929628,13.290987
3817,2012-05-10 13:10:00,2012-05-10 13:15:00,2012-05-10 13:26:00,C1.9,-9.0,7.0,11476.0,gev_20120510_1310,,N06E09,-9.0,6.0,,1.0,,,,,,,
3818,2012-05-10 13:34:00,2012-05-10 13:40:00,2012-05-10 13:44:00,C4.7,,,11476.0,gev_20120510_1334,,N07E09,-9.0,7.0,,,,,,,,,
3819,2012-05-10 13:52:00,2012-05-10 13:57:00,2012-05-10 14:01:00,C4.2,,,11476.0,gev_20120510_1352,,N07E09,-9.0,7.0,,,171,SDO,Flare Detective - Trigger Module,POINT(-170.7418437 8.4975106),POINT(-7.0090537 8.4975106),-7.0090537,8.4975106
3820,2012-05-10 16:55:00,2012-05-10 16:59:00,2012-05-10 17:04:00,C3.3,-11.0,11.0,11476.0,gev_20120510_1655,,N07E07,-7.0,7.0,,5.7,131,SDO,Flare Detective - Trigger Module,POINT(-172.4206037 8.5117333),POINT(-7.0095237 8.5117333),-7.0095237,8.5117333
3821,2012-05-10 19:10:00,2012-05-10 19:18:00,2012-05-10 19:28:00,C1.4,,,,gev_20120510_1910,11476.0,N06E05,-5.0,6.0,,,,,,,,,
3822,2012-05-10 20:20:00,2012-05-10 20:26:00,2012-05-10 20:30:00,M1.7,,,11476.0,gev_20120510_2020,,N12E12,-12.0,12.0,,,,,,,,,
3823,2012-05-11 03:35:00,2012-05-11 03:42:00,2012-05-11 03:46:00,C3.1,-11.0,15.0,11476.0,gev_20120511_0335,,N14E12,-12.0,14.0,,1.4,304,SDO,Flare Detective - Trigger Module,POINT(176.775494 13.36099),POINT(-11.934896 13.36099),-11.934896,13.36099
3824,2012-05-11 04:18:00,2012-05-11 04:21:00,2012-05-11 04:27:00,C1.0,,,,gev_20120511_0418,,N06E00,0.0,6.0,,,,,,,,,
3825,2012-05-11 04:28:00,2012-05-11 04:35:00,2012-05-11 04:39:00,C1.9,-3.0,7.0,11476.0,gev_20120511_0428,,N07E02,-2.0,7.0,,1.0,,,,,,,
3826,2012-05-11 05:24:00,2012-05-11 05:27:00,2012-05-11 05:30:00,C1.1,-2.0,7.0,11476.0,gev_20120511_0524,,N14E88,-88.0,14.0,,86.3,171,SDO,Flare Detective - Trigger Module,POINT(-174.6302775 8.5493492),POINT(-2.3317675 8.5493492),-2.3317675,8.5493492
3827,2012-05-11 05:33:00,2012-05-11 05:37:00,2012-05-11 05:41:00,C1.3,,,,gev_20120511_0533,,N08E01,-1.0,8.0,,,,,,,,,
3828,2012-05-11 07:00:00,2012-05-11 07:05:00,2012-05-11 07:18:00,C1.2,2.0,13.0,11476.0,gev_20120511_0700,11476.0,N14W01,1.0,14.0,,1.4,131,SDO,Flare Detective - Trigger Module,POINT(-170.8405709 8.5568352),POINT(2.3318491 8.5568352),2.3318491,8.5568352
3829,2012-05-11 07:39:00,2012-05-11 07:43:00,2012-05-11 07:45:00,C1.2,-3.0,10.0,11476.0,gev_20120511_0739,,N07W00,0.0,7.0,,4.2,131,SDO,Flare Detective - Trigger Module,POINT(-171.1405132 13.314066),POINT(2.3698368 13.314066),2.3698368,13.314066
3830,2012-05-11 08:09:00,2012-05-11 08:16:00,2012-05-11 08:20:00,C1.7,2.0,7.0,11476.0,gev_20120511_0809,,N07W01,1.0,7.0,,1.0,131,SDO,Flare Detective - Trigger Module,POINT(-171.4778114 8.5622966),POINT(2.3319086 8.5622966),2.3319086,8.5622966
3831,2012-05-11 08:29:00,2012-05-11 08:35:00,2012-05-11 08:51:00,C2.8,-3.0,14.0,11476.0,gev_20120511_0829,11476.0,N12E05,-5.0,12.0,,2.8,,,,,,,
3832,2012-05-11 09:37:00,2012-05-11 09:46:00,2012-05-11 09:52:00,C2.3,3.0,6.0,11476.0,gev_20120511_0937,11476.0,N07W02,2.0,7.0,,1.4,,,,,,,
3833,2012-05-11 10:13:00,2012-05-11 10:16:00,2012-05-11 10:19:00,C1.3,,,,gev_20120511_1013,,N06W03,3.0,6.0,,,171,SDO,Flare Detective - Trigger Module,POINT(-172.605686 8.5719672),POINT(2.332014 8.5719672),2.332014,8.5719672
3834,2012-05-11 10:35:00,2012-05-11 10:40:00,2012-05-11 10:42:00,B9.6,,,,gev_20120511_1035,,S15E89,-89.0,-15.0,,,,,,,,,
3835,2012-05-11 11:02:00,2012-05-11 11:22:00,2012-05-11 11:33:00,C1.2,,,,gev_20120511_1102,,N07W02,2.0,7.0,,,,,,,,,
3836,2012-05-11 12:00:00,2012-05-11 12:03:00,2012-05-11 12:05:00,C1.3,,,,gev_20120511_1200,,N07W03,3.0,7.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-173.578695 8.5803146),POINT(2.332105 8.5803146),2.332105,8.5803146
3837,2012-05-11 12:10:00,2012-05-11 12:16:00,2012-05-11 12:25:00,C1.5,4.0,7.0,11476.0,gev_20120511_1210,,N06W02,2.0,6.0,,2.2,,,,,,,
3838,2012-05-11 12:58:00,2012-05-11 13:10:00,2012-05-11 13:14:00,C4.3,4.0,7.0,11476.0,gev_20120511_1258,,N06W04,4.0,6.0,,1.0,,,,,,,
3839,2012-05-11 14:18:00,2012-05-11 14:23:00,2012-05-11 14:25:00,C3.5,-6.0,14.0,11476.0,gev_20120511_1418,,N13E06,-6.0,13.0,,1.0,171,SDO,Flare Detective - Trigger Module,POINT(175.6769875 13.367545),POINT(-7.1281125 13.367545),-7.1281125,13.367545
3840,2012-05-11 17:08:00,2012-05-11 17:16:00,2012-05-11 17:20:00,C2.1,,,11476.0,gev_20120511_1708,,N13E02,-2.0,13.0,,,171,SDO,Flare Detective - Trigger Module,POINT(178.8624481 13.359638),POINT(-2.3705019 13.359638),-2.3705019,13.359638
3841,2012-05-11 17:31:00,2012-05-11 17:38:00,2012-05-11 17:46:00,C6.1,,,11476.0,gev_20120511_1731,11476.0,N07W07,7.0,7.0,,,,,,,,,
3842,2012-05-11 18:52:00,2012-05-11 18:56:00,2012-05-11 19:00:00,C1.6,,,11476.0,gev_20120511_1852,11476.0,N12E00,0.0,12.0,,,,,,,,,
3843,2012-05-11 19:54:00,2012-05-11 20:16:00,2012-05-11 20:38:00,C4.1,,,11476.0,gev_20120511_1954,11476.0,N05W07,7.0,5.0,,,,,,,,,
3844,2012-05-11 23:02:00,2012-05-11 23:44:00,2012-05-12 00:33:00,C3.2,10.0,5.0,11476.0,gev_20120511_2302,11476.0,N05W12,12.0,5.0,,2.0,,,,,,,
3845,2012-05-12 03:17:00,2012-05-12 03:21:00,2012-05-12 03:26:00,C1.2,,,,gev_20120512_0317,11476.0,N11W09,9.0,11.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-177.2284907 13.429391),POINT(7.1308493 13.429391),7.1308493,13.429391
3846,2012-05-12 04:36:00,2012-05-12 04:39:00,2012-05-12 04:43:00,C1.3,5.0,12.0,11476.0,gev_20120512_0436,11476.0,N12W04,4.0,12.0,,1.0,131,SDO,Flare Detective - Trigger Module,POINT(-177.9059613 13.435253),POINT(7.1311087 13.435253),7.1311087,13.435253
3847,2012-05-12 05:07:00,2012-05-12 05:17:00,2012-05-12 05:23:00,C1.9,16.0,6.0,11476.0,gev_20120512_0507,11476.0,N06W14,14.0,6.0,,2.0,131,SDO,Flare Detective - Trigger Module,POINT(-168.793812 8.7847636),POINT(16.564678 8.7847636),16.564678,8.7847636
3848,2012-05-12 06:49:00,2012-05-12 06:55:00,2012-05-12 07:00:00,C1.7,16.0,6.0,11476.0,gev_20120512_0649,11476.0,N07W15,15.0,7.0,,1.4,131,SDO,Flare Detective - Trigger Module,POINT(-169.72805 8.7925092),POINT(16.56531 8.7925092),16.56531,8.7925092
3849,2012-05-12 07:11:00,2012-05-12 07:15:00,2012-05-12 07:19:00,C1.5,,,,gev_20120512_0711,11476.0,N06W16,16.0,6.0,,,131,SDO,Flare Detective - Trigger Module,POINT(-169.933621 8.794214),POINT(16.565449 8.794214),16.565449,8.794214
3850,2012-05-12 09:18:00,2012-05-12 09:24:00,2012-05-12 09:30:00,C1.4,18.0,6.0,11476.0,gev_20120512_0918,,N07W17,17.0,7.0,,1.4,131,SDO,Flare Detective - Trigger Module,POINT(-171.268193 4.1257957),POINT(16.408187 4.1257957),16.408187,4.1257957
3851,2012-05-12 12:37:00,2012-05-12 12:48:00,2012-05-12 12:51:00,C1.4,14.0,8.0,11476.0,gev_20120512_1237,,N06W18,18.0,6.0,,4.5,,,,,,,
