customer_id,frequency,recency,T,monetary_value
1447,0,0.000000,49.677122,0.0000
1448,0,0.000000,26.852858,0.0000
1449,0,0.000000,58.303725,0.0000
1450,0,0.000000,74.481793,0.0000
1451,0,0.000000,29.981826,0.0000
1452,2,46.501775,63.606634,18.7991
1453,1,25.979341,68.890849,22.1588
1454,1,2.296375,32.762760,15.2817
1455,6,12.357852,59.634902,15.5693
1456,0,0.000000,58.701137,0.0000
1457,1,29.029422,37.562216,12.5732
1458,0,0.000000,61.110506,0.0000
1459,0,0.000000,73.293468,0.0000
1460,3,26.444586,40.175980,16.7498
1461,0,0.000000,47.905022,0.0000
1462,0,0.000000,36.800252,0.0000
1463,0,0.000000,64.400691,0.0000
1464,0,0.000000,38.696640,0.0000
1465,0,0.000000,58.827487,0.0000
1466,1,1.164814,64.316851,20.0365
1467,1,55.849414,74.315749,13.8111
1468,2,28.433973,46.794555,57.2944
1469,0,0.000000,73.229943,0.0000
1470,0,0.000000,53.660574,0.0000
1471,0,0.000000,49.596713,0.0000
1472,0,0.000000,57.496797,0.0000
1473,0,0.000000,51.004243,0.0000
1474,0,0.000000,42.124877,0.0000
1475,0,0.000000,39.911859,0.0000
1476,1,14.174044,34.724952,5.2426
1477,0,0.000000,76.918718,0.0000
1478,12,29.370098,75.638883,80.4421
1479,2,21.760421,74.815497,29.8686
1480,0,0.000000,29.061418,0.0000
1481,0,0.000000,33.352559,0.0000
1482,6,26.295150,34.865959,24.7888
1483,0,0.000000,74.842332,0.0000
1484,0,0.000000,52.609422,0.0000
1485,1,6.509232,45.765374,11.2655
1486,0,0.000000,57.563333,0.0000
1487,1,2.771052,61.766156,25.8191
1488,0,0.000000,47.667904,0.0000
1489,8,34.241652,36.063543,18.1269
1490,0,0.000000,63.967993,0.0000
1491,7,65.692757,66.051581,54.1811
1492,0,0.000000,55.891756,0.0000
1493,0,0.000000,58.682428,0.0000
1494,2,20.174877,29.347241,16.0119
1495,0,0.000000,65.910163,0.0000
1496,0,0.000000,63.576537,0.0000
1497,0,0.000000,46.592134,0.0000
1498,0,0.000000,40.600657,0.0000
1499,0,0.000000,45.841661,0.0000
1500,1,0.259532,27.746475,39.9503
