transaction_id,customer_id,date,amount
632,277,2023-10-05,14.94
1603,675,2023-12-03,35.71
923,398,2024-06-12,56.2
1170,484,2023-11-17,33.66
60,28,2023-02-07,17.24
1101,456,2023-08-19,32.79
215,80,2023-06-03,12.79
908,398,2023-08-22,74.58
1549,651,2023-10-06,6.75
1004,428,2023-03-27,16.55
746,325,2023-02-05,17.9
1837,784,2024-04-05,9.76
868,381,2024-05-31,14.02
645,284,2023-08-31,73.4
637,279,2023-11-13,9.54
1619,685,2023-08-23,27.26
1680,714,2023-04-09,11.45
30,14,2023-10-14,42.77
332,135,2023-02-26,13.31
537,230,2024-01-14,28.66
893,391,2024-01-25,26.73
1617,684,2023-12-25,25.95
670,299,2023-03-17,19.21
103,39,2023-06-15,57.24
841,375,2023-06-19,61.22
1019,436,2023-10-30,42.9
884,387,2023-09-20,33.25
891,390,2023-06-16,68.64
298,121,2023-07-19,42.3
1141,476,2023-04-04,24.67
1765,750,2024-02-13,79.16
1517,641,2023-04-16,16.85
1609,679,2023-06-25,39.94
562,244,2024-01-27,31.41
1772,753,2023-02-19,23.37
1398,581,2023-06-29,30.08
769,335,2023-09-19,36.9
771,337,2023-09-02,23.35
601,260,2023-08-11,9.89
97,36,2024-06-20,34.09
367,155,2023-12-15,15.71
513,219,2024-03-30,-22.66
1189,492,2023-11-15,20.99
1087,453,2024-02-02,9.02
612,266,2024-02-03,20.94
279,113,2023-10-16,27.92
1653,698,2023-12-23,19.37
617,270,2023-08-14,33.61
1173,487,2023-01-19,47.9
1334,545,2023-12-16,25.35
1344,550,2024-03-17,27.66
1217,503,2024-04-15,-44.71
51,22,2024-01-29,8.71
164,59,2024-03-24,12.5
16,9,2023-10-29,87.26
995,425,2024-03-17,-14.54
777,340,2023-09-07,11.18
115,43,2023-09-02,34.82
1228,508,2023-06-11,19.61
763,332,2023-04-02,23.43
672,300,2023-08-06,37.61
533,229,2024-04-06,5.43
1187,491,2023-04-05,8.51
1055,446,2023-09-13,17.62
205,76,2023-12-19,30.56
258,101,2023-08-22,110.16
1327,544,2024-03-19,21.23
1453,605,2024-06-27,13.47
842,375,2023-07-12,39.78
1875,797,2024-05-17,29.98
644,283,2024-02-05,18.41
863,380,2023-10-24,21.66
425,181,2023-11-21,46.72
809,355,2024-05-06,71.6
1654,698,2024-05-02,32.08
1138,473,2023-09-09,57.96
1580,663,2023-03-19,40.07
1542,651,2023-05-22,13.99
1102,456,2023-09-02,29.12
1221,505,2023-09-30,24.84
1706,726,2023-01-21,6.57
466,200,2023-07-09,44.26
127,51,2024-04-27,14.11
1492,628,2023-05-23,84.17
1399,582,2023-06-02,13.14
866,380,2024-06-03,13.12
161,58,2023-06-21,8.62
972,416,2023-08-03,9.21
145,55,2024-01-28,15.24
233,87,2023-09-02,35.03
720,313,2023-10-16,16.17
92,36,2024-04-06,60.96
1423,594,2023-02-02,17.34
1821,778,2023-02-28,18.09
782,342,2024-03-10,-10.13
1428,595,2024-01-11,37.84
505,216,2023-12-29,11.71
740,323,2023-12-06,39.22
979,420,2023-11-26,30.07
1600,673,2023-01-13,17.16
1408,585,2024-02-04,33.1
1731,734,2023-07-01,33.99
120,47,2023-07-08,32.49
370,155,2024-03-17,25.65
1392,577,2023-09-01,37.1
1227,508,2023-04-12,22.16
1480,622,2023-08-24,23.45
277,112,2023-12-08,66.94
1257,520,2023-04-09,31.59
255,99,2023-10-27,32.47
227,84,2023-11-23,4.3
101,38,2024-04-23,16.35
1352,556,2023-09-15,33.95
1646,695,2023-05-28,16.07
643,282,2023-08-02,53.29
535,230,2023-10-20,20.09
1205,500,2024-03-24,49.27
697,310,2023-10-16,23.09
671,299,2023-07-11,25.43
185,68,2024-04-16,27.16
1776,755,2024-01-16,-12.56
1828,782,2023-07-14,54.57
1411,585,2024-05-24,22.07
640,280,2024-02-12,10.84
1162,483,2023-04-15,15.17
781,342,2023-09-04,46.85
1038,438,2023-06-05,87.68
1775,755,2023-12-15,44.09
639,280,2024-02-04,13.79
902,396,2023-03-06,23.36
1126,464,2023-12-01,42.37
1267,525,2023-12-04,18.44
1427,594,2024-06-26,10.19
811,357,2023-01-24,52.7
1192,494,2023-08-27,12.06
1432,598,2023-03-19,15.72
510,219,2023-08-25,32.42
